"","Relinquished","X","Date","Team","Acquired","Notes","slugPlayerBREF","isActive","yearsPlayer","countSeasons","slugSeasonRookie","slugSeasonLast","urlPlayerBioBREF","year","position1","hand","typeInjury"
"1","A.J. Hammons",131025,"2017-10-18","Heat","","placed on IL with illness","hammoaj01",FALSE,"2017",1,"2016-17","2016-17","https://www.basketball-reference.com/players/h/hammoaj01.html",2017,"Center","Right","illness"
"2","Aaron Brooks",26951,"2016-10-28","Pacers","","placed on IL with sore knee","brookaa01",FALSE,"2008-2018",11,"2007-08","2017-18","https://www.basketball-reference.com/players/b/brookaa01.html",2016,"PointGuard","Right","knee"
"3","Aaron Brooks",23987,"2017-01-23","Pacers","","placed on IL with sore right knee","brookaa01",FALSE,"2008-2018",11,"2007-08","2017-18","https://www.basketball-reference.com/players/b/brookaa01.html",2017,"PointGuard","Right","knee"
"4","Aaron Brooks",251064,"2017-12-27","Timberwolves","","placed on IL with illness","brookaa01",FALSE,"2008-2018",11,"2007-08","2017-18","https://www.basketball-reference.com/players/b/brookaa01.html",2017,"PointGuard","Right","illness"
"5","Aaron Gordon",12942,"2016-04-08","Magic","","placed on IL with concussion","gordoaa01",TRUE,"2015-2021",7,"2014-15","2020-21","https://www.basketball-reference.com/players/g/gordoaa01.html",2016,"PowerForward","Right","concussion"
"6","Aaron Gordon",12942,"2016-04-08","Magic","","placed on IL with concussion","gordoaa01",TRUE,"2015-2021",7,"2014-15","2020-21","https://www.basketball-reference.com/players/g/gordoaa01.html",2016,"SmallForward","Right","concussion"
"7","Aaron Gordon",191267,"2021-02-01","Magic","","placed on IL with sprained left ankle","gordoaa01",TRUE,"2015-2021",7,"2014-15","2020-21","https://www.basketball-reference.com/players/g/gordoaa01.html",2021,"PowerForward","Right","ankle"
"8","Aaron Gordon",191267,"2021-02-01","Magic","","placed on IL with sprained left ankle","gordoaa01",TRUE,"2015-2021",7,"2014-15","2020-21","https://www.basketball-reference.com/players/g/gordoaa01.html",2021,"SmallForward","Right","ankle"
"9","Aaron Gordon",141234,"2020-03-02","Magic","","placed on IL with right knee inflammation","gordoaa01",TRUE,"2015-2021",7,"2014-15","2020-21","https://www.basketball-reference.com/players/g/gordoaa01.html",2020,"PowerForward","Right","knee"
"10","Aaron Gordon",141234,"2020-03-02","Magic","","placed on IL with right knee inflammation","gordoaa01",TRUE,"2015-2021",7,"2014-15","2020-21","https://www.basketball-reference.com/players/g/gordoaa01.html",2020,"SmallForward","Right","knee"
"11","Aaron Gordon",26862,"2015-02-04","Magic","","placed on IL with sore left foot","gordoaa01",TRUE,"2015-2021",7,"2014-15","2020-21","https://www.basketball-reference.com/players/g/gordoaa01.html",2015,"PowerForward","Right","foot"
"12","Aaron Gordon",26862,"2015-02-04","Magic","","placed on IL with sore left foot","gordoaa01",TRUE,"2015-2021",7,"2014-15","2020-21","https://www.basketball-reference.com/players/g/gordoaa01.html",2015,"SmallForward","Right","foot"
"13","Aaron Gordon",161215,"2020-01-10","Magic","","placed on IL with right calf injury","gordoaa01",TRUE,"2015-2021",7,"2014-15","2020-21","https://www.basketball-reference.com/players/g/gordoaa01.html",2020,"PowerForward","Right","calf"
"14","Aaron Gordon",161215,"2020-01-10","Magic","","placed on IL with right calf injury","gordoaa01",TRUE,"2015-2021",7,"2014-15","2020-21","https://www.basketball-reference.com/players/g/gordoaa01.html",2020,"SmallForward","Right","calf"
"15","Aaron Gordon",9869,"2015-02-27","Magic","","placed on IL with sprained right ankle","gordoaa01",TRUE,"2015-2021",7,"2014-15","2020-21","https://www.basketball-reference.com/players/g/gordoaa01.html",2015,"PowerForward","Right","ankle"
"16","Aaron Gordon",9869,"2015-02-27","Magic","","placed on IL with sprained right ankle","gordoaa01",TRUE,"2015-2021",7,"2014-15","2020-21","https://www.basketball-reference.com/players/g/gordoaa01.html",2015,"SmallForward","Right","ankle"
"17","Aaron Gordon",26020,"2020-08-07","Magic","","placed on IL with strained left hamstring (out for season)","gordoaa01",TRUE,"2015-2021",7,"2014-15","2020-21","https://www.basketball-reference.com/players/g/gordoaa01.html",2020,"PowerForward","Right","hamstring"
"18","Aaron Gordon",26020,"2020-08-07","Magic","","placed on IL with strained left hamstring (out for season)","gordoaa01",TRUE,"2015-2021",7,"2014-15","2020-21","https://www.basketball-reference.com/players/g/gordoaa01.html",2020,"SmallForward","Right","hamstring"
"19","Aaron Gordon",31057,"2017-12-13","Magic","","placed on IL with concussion","gordoaa01",TRUE,"2015-2021",7,"2014-15","2020-21","https://www.basketball-reference.com/players/g/gordoaa01.html",2017,"PowerForward","Right","concussion"
"20","Aaron Gordon",31057,"2017-12-13","Magic","","placed on IL with concussion","gordoaa01",TRUE,"2015-2021",7,"2014-15","2020-21","https://www.basketball-reference.com/players/g/gordoaa01.html",2017,"SmallForward","Right","concussion"
"21","Aaron Gordon",91059,"2017-12-17","Magic","","placed on IL with strained right calf (DTD)","gordoaa01",TRUE,"2015-2021",7,"2014-15","2020-21","https://www.basketball-reference.com/players/g/gordoaa01.html",2017,"PowerForward","Right","calf"
"22","Aaron Gordon",91059,"2017-12-17","Magic","","placed on IL with strained right calf (DTD)","gordoaa01",TRUE,"2015-2021",7,"2014-15","2020-21","https://www.basketball-reference.com/players/g/gordoaa01.html",2017,"SmallForward","Right","calf"
"23","Aaron Gordon",20839,"2014-11-26","Magic","","placed on IL with fractured left foot","gordoaa01",TRUE,"2015-2021",7,"2014-15","2020-21","https://www.basketball-reference.com/players/g/gordoaa01.html",2014,"PowerForward","Right","foot"
"24","Aaron Gordon",20839,"2014-11-26","Magic","","placed on IL with fractured left foot","gordoaa01",TRUE,"2015-2021",7,"2014-15","2020-21","https://www.basketball-reference.com/players/g/gordoaa01.html",2014,"SmallForward","Right","foot"
"25","Aaron Gordon",191028,"2017-10-20","Magic","","placed on IL with sore left ankle","gordoaa01",TRUE,"2015-2021",7,"2014-15","2020-21","https://www.basketball-reference.com/players/g/gordoaa01.html",2017,"PowerForward","Right","ankle"
"26","Aaron Gordon",191028,"2017-10-20","Magic","","placed on IL with sore left ankle","gordoaa01",TRUE,"2015-2021",7,"2014-15","2020-21","https://www.basketball-reference.com/players/g/gordoaa01.html",2017,"SmallForward","Right","ankle"
"27","Aaron Gordon",191127,"2018-11-11","Magic","","placed on IL with sprained left ankle","gordoaa01",TRUE,"2015-2021",7,"2014-15","2020-21","https://www.basketball-reference.com/players/g/gordoaa01.html",2018,"PowerForward","Right","ankle"
"28","Aaron Gordon",191127,"2018-11-11","Magic","","placed on IL with sprained left ankle","gordoaa01",TRUE,"2015-2021",7,"2014-15","2020-21","https://www.basketball-reference.com/players/g/gordoaa01.html",2018,"SmallForward","Right","ankle"
"29","Aaron Gordon",141196,"2019-11-23","Magic","","placed on IL with bruised right ankle","gordoaa01",TRUE,"2015-2021",7,"2014-15","2020-21","https://www.basketball-reference.com/players/g/gordoaa01.html",2019,"PowerForward","Right","ankle"
"30","Aaron Gordon",141196,"2019-11-23","Magic","","placed on IL with bruised right ankle","gordoaa01",TRUE,"2015-2021",7,"2014-15","2020-21","https://www.basketball-reference.com/players/g/gordoaa01.html",2019,"SmallForward","Right","ankle"
"31","Aaron Gordon",241132,"2018-11-28","Magic","","placed on IL with tightness in lower back","gordoaa01",TRUE,"2015-2021",7,"2014-15","2020-21","https://www.basketball-reference.com/players/g/gordoaa01.html",2018,"PowerForward","Right","back"
"32","Aaron Gordon",241132,"2018-11-28","Magic","","placed on IL with tightness in lower back","gordoaa01",TRUE,"2015-2021",7,"2014-15","2020-21","https://www.basketball-reference.com/players/g/gordoaa01.html",2018,"SmallForward","Right","back"
"33","Aaron Gordon",81153,"2019-01-21","Magic","","placed on IL with sore lower back","gordoaa01",TRUE,"2015-2021",7,"2014-15","2020-21","https://www.basketball-reference.com/players/g/gordoaa01.html",2019,"PowerForward","Right","back"
"34","Aaron Gordon",81153,"2019-01-21","Magic","","placed on IL with sore lower back","gordoaa01",TRUE,"2015-2021",7,"2014-15","2020-21","https://www.basketball-reference.com/players/g/gordoaa01.html",2019,"SmallForward","Right","back"
"35","Aaron Gordon",141210,"2019-12-30","Magic","","placed on IL with left Achilles injury","gordoaa01",TRUE,"2015-2021",7,"2014-15","2020-21","https://www.basketball-reference.com/players/g/gordoaa01.html",2019,"PowerForward","Right",""
"36","Aaron Gordon",141210,"2019-12-30","Magic","","placed on IL with left Achilles injury","gordoaa01",TRUE,"2015-2021",7,"2014-15","2020-21","https://www.basketball-reference.com/players/g/gordoaa01.html",2019,"SmallForward","Right",""
"37","Aaron Nesmith",31263,"2021-01-22","Celtics","","placed on IL with lower back spasms","nesmiaa01",TRUE,"2021",1,"2020-21","2020-21","https://www.basketball-reference.com/players/n/nesmiaa01.html",2021,"SmallForward","Right","back"
"38","Abdel Nader",211463,"2020-01-15","Thunder","","placed on IL with sprained left ankle","naderab01",TRUE,"2018-2021",4,"2017-18","2020-21","https://www.basketball-reference.com/players/n/naderab01.html",2020,"SmallForward","Right","ankle"
"39","Abdel Nader",61073,"2018-01-16","Celtics","","placed on IL with illness/flu","naderab01",TRUE,"2018-2021",4,"2017-18","2020-21","https://www.basketball-reference.com/players/n/naderab01.html",2018,"SmallForward","Right",""
"40","Adam Mokoka",201262,"2021-01-22","Bulls","","placed on IL with concussion","mokokad01",TRUE,"2020-2021",2,"2019-20","2020-21","https://www.basketball-reference.com/players/m/mokokad01.html",2021,"ShootingGuard","Right","concussion"
"41","Adam Mokoka",201262,"2021-01-22","Bulls","","placed on IL with concussion","mokokad01",TRUE,"2020-2021",2,"2019-20","2020-21","https://www.basketball-reference.com/players/m/mokokad01.html",2021,"SmallForward","Right","concussion"
"42","Adreian Payne",251025,"2017-10-18","Magic","","placed on IL with fractured left hand","paynead01",FALSE,"2015-2018",4,"2014-15","2017-18","https://www.basketball-reference.com/players/p/paynead01.html",2017,"PowerForward","Right","hand"
"43","Al Horford",91038,"2017-11-08","Celtics","","placed on IL with concussion","horfoal01",TRUE,"2008-2021",14,"2007-08","2020-21","https://www.basketball-reference.com/players/h/horfoal01.html",2017,"Center","Right","concussion"
"44","Al Horford",51131,"2018-11-23","Celtics","","placed on IL with sore left knee","horfoal01",TRUE,"2008-2021",14,"2007-08","2020-21","https://www.basketball-reference.com/players/h/horfoal01.html",2018,"Center","Right","knee"
"45","Al Horford",251180,"2019-04-09","Celtics","","placed on IL with sore left knee","horfoal01",TRUE,"2008-2021",14,"2007-08","2020-21","https://www.basketball-reference.com/players/h/horfoal01.html",2019,"Center","Right","knee"
"46","Al Horford",31175,"2019-03-23","Celtics","","placed on IL with sore left knee","horfoal01",TRUE,"2008-2021",14,"2007-08","2020-21","https://www.basketball-reference.com/players/h/horfoal01.html",2019,"Center","Right","knee"
"47","Al Horford",12989,"2017-01-27","Celtics","","placed on IL with sore left groin","horfoal01",TRUE,"2008-2021",14,"2007-08","2020-21","https://www.basketball-reference.com/players/h/horfoal01.html",2017,"Center","Right","groin"
"48","Al Horford",20953,"2016-11-02","Celtics","","placed on IL with concussion","horfoal01",TRUE,"2008-2021",14,"2007-08","2020-21","https://www.basketball-reference.com/players/h/horfoal01.html",2016,"Center","Right","concussion"
"49","Al Horford",151110,"2018-04-06","Celtics","","placed on IL for rest","horfoal01",TRUE,"2008-2021",14,"2007-08","2020-21","https://www.basketball-reference.com/players/h/horfoal01.html",2018,"Center","Right","rest"
"50","Al Horford",141137,"2018-12-10","Celtics","","placed on IL with sore left knee","horfoal01",TRUE,"2008-2021",14,"2007-08","2020-21","https://www.basketball-reference.com/players/h/horfoal01.html",2018,"Center","Right","knee"
"51","Al Horford",9855,"2015-01-14","Hawks","","placed on IL for rest","horfoal01",TRUE,"2008-2021",14,"2007-08","2020-21","https://www.basketball-reference.com/players/h/horfoal01.html",2015,"Center","Right","rest"
"52","Al Horford",141177,"2019-03-30","Celtics","","placed on IL with sore left knee","horfoal01",TRUE,"2008-2021",14,"2007-08","2020-21","https://www.basketball-reference.com/players/h/horfoal01.html",2019,"Center","Right","knee"
"53","Al Horford",171114,"2018-04-11","Celtics","","placed on IL for rest","horfoal01",TRUE,"2008-2021",14,"2007-08","2020-21","https://www.basketball-reference.com/players/h/horfoal01.html",2018,"Center","Right","rest"
"54","Al Horford",171001,"2017-03-05","Celtics","","placed on IL with sprained right elbow","horfoal01",TRUE,"2008-2021",14,"2007-08","2020-21","https://www.basketball-reference.com/players/h/horfoal01.html",2017,"Center","Right","elbow"
"55","Al Horford",201095,"2018-03-11","Celtics","","placed on IL with illness","horfoal01",TRUE,"2008-2021",14,"2007-08","2020-21","https://www.basketball-reference.com/players/h/horfoal01.html",2018,"Center","Right","illness"
"56","Al Horford",221133,"2017-12-13","Celtics","","placed on IL for rest","horfoal01",TRUE,"2008-2021",14,"2007-08","2020-21","https://www.basketball-reference.com/players/h/horfoal01.html",2017,"Center","Right","rest"
"57","Al Horford",111223,"2020-01-30","76ers","","placed on IL with sore left knee","horfoal01",TRUE,"2008-2021",14,"2007-08","2020-21","https://www.basketball-reference.com/players/h/horfoal01.html",2020,"Center","Right","knee"
"58","Al Horford",221280,"2019-12-13","76ers","","placed on IL with sore left knee","horfoal01",TRUE,"2008-2021",14,"2007-08","2020-21","https://www.basketball-reference.com/players/h/horfoal01.html",2019,"Center","Right","knee"
"59","Al Jefferson",23913,"2016-01-01","Hornets","","placed on IL recovering from surgery on right knee to repair torn lateral meniscus","jeffeal01",FALSE,"2005-2018",14,"2004-05","2017-18","https://www.basketball-reference.com/players/j/jeffeal01.html",2016,"Center","Right","knee"
"60","Al Jefferson",23913,"2016-01-01","Hornets","","placed on IL recovering from surgery on right knee to repair torn lateral meniscus","jeffeal01",FALSE,"2005-2018",14,"2004-05","2017-18","https://www.basketball-reference.com/players/j/jeffeal01.html",2016,"PowerForward","Right","knee"
"61","Al Jefferson",5903,"2015-12-02","Hornets","","placed on IL with strained left calf","jeffeal01",FALSE,"2005-2018",14,"2004-05","2017-18","https://www.basketball-reference.com/players/j/jeffeal01.html",2015,"Center","Right","calf"
"62","Al Jefferson",5903,"2015-12-02","Hornets","","placed on IL with strained left calf","jeffeal01",FALSE,"2005-2018",14,"2004-05","2017-18","https://www.basketball-reference.com/players/j/jeffeal01.html",2015,"PowerForward","Right","calf"
"63","Al Jefferson",16872,"2015-03-13","Hornets","","placed on IL with strained right knee / right calf injury (P)","jeffeal01",FALSE,"2005-2018",14,"2004-05","2017-18","https://www.basketball-reference.com/players/j/jeffeal01.html",2015,"Center","Right","knee"
"64","Al Jefferson",16872,"2015-03-13","Hornets","","placed on IL with strained right knee / right calf injury (P)","jeffeal01",FALSE,"2005-2018",14,"2004-05","2017-18","https://www.basketball-reference.com/players/j/jeffeal01.html",2015,"PowerForward","Right","knee"
"65","Al Jefferson",15851,"2014-12-31","Hornets","","placed on IL with strained adductor muscle in left groin","jeffeal01",FALSE,"2005-2018",14,"2004-05","2017-18","https://www.basketball-reference.com/players/j/jeffeal01.html",2014,"Center","Right","groin"
"66","Al Jefferson",15851,"2014-12-31","Hornets","","placed on IL with strained adductor muscle in left groin","jeffeal01",FALSE,"2005-2018",14,"2004-05","2017-18","https://www.basketball-reference.com/players/j/jeffeal01.html",2014,"PowerForward","Right","groin"
"67","Al-Farouq Aminu",251250,"2020-12-23","Magic","","placed on IL with recovering from surgery on right knee","aminual01",TRUE,"2011-2021",11,"2010-11","2020-21","https://www.basketball-reference.com/players/a/aminual01.html",2020,"SmallForward","Right","knee"
"68","Al-Farouq Aminu",251250,"2020-12-23","Magic","","placed on IL with recovering from surgery on right knee","aminual01",TRUE,"2011-2021",11,"2010-11","2020-21","https://www.basketball-reference.com/players/a/aminual01.html",2020,"PowerForward","Right","knee"
"69","Al-Farouq Aminu",9970,"2016-12-13","Blazers","","placed on IL with bruised back","aminual01",TRUE,"2011-2021",11,"2010-11","2020-21","https://www.basketball-reference.com/players/a/aminual01.html",2016,"SmallForward","Right","back"
"70","Al-Farouq Aminu",9970,"2016-12-13","Blazers","","placed on IL with bruised back","aminual01",TRUE,"2011-2021",11,"2010-11","2020-21","https://www.basketball-reference.com/players/a/aminual01.html",2016,"PowerForward","Right","back"
"71","Al-Farouq Aminu",18872,"2015-03-13","Mavericks","","placed on IL with bruised/sprained left shoulder","aminual01",TRUE,"2011-2021",11,"2010-11","2020-21","https://www.basketball-reference.com/players/a/aminual01.html",2015,"SmallForward","Right","shoulder"
"72","Al-Farouq Aminu",18872,"2015-03-13","Mavericks","","placed on IL with bruised/sprained left shoulder","aminual01",TRUE,"2011-2021",11,"2010-11","2020-21","https://www.basketball-reference.com/players/a/aminual01.html",2015,"PowerForward","Right","shoulder"
"73","Al-Farouq Aminu",151199,"2019-12-01","Magic","","placed on IL with right knee injury (out for season)","aminual01",TRUE,"2011-2021",11,"2010-11","2020-21","https://www.basketball-reference.com/players/a/aminual01.html",2019,"SmallForward","Right","knee"
"74","Al-Farouq Aminu",151199,"2019-12-01","Magic","","placed on IL with right knee injury (out for season)","aminual01",TRUE,"2011-2021",11,"2010-11","2020-21","https://www.basketball-reference.com/players/a/aminual01.html",2019,"PowerForward","Right","knee"
"75","Al-Farouq Aminu",19956,"2016-11-09","Blazers","","placed on IL with sore calf","aminual01",TRUE,"2011-2021",11,"2010-11","2020-21","https://www.basketball-reference.com/players/a/aminual01.html",2016,"SmallForward","Right","calf"
"76","Al-Farouq Aminu",19956,"2016-11-09","Blazers","","placed on IL with sore calf","aminual01",TRUE,"2011-2021",11,"2010-11","2020-21","https://www.basketball-reference.com/players/a/aminual01.html",2016,"PowerForward","Right","calf"
"77","Al-Farouq Aminu",241035,"2017-11-02","Blazers","","placed on IL with sprained right ankle","aminual01",TRUE,"2011-2021",11,"2010-11","2020-21","https://www.basketball-reference.com/players/a/aminual01.html",2017,"SmallForward","Right","ankle"
"78","Al-Farouq Aminu",241035,"2017-11-02","Blazers","","placed on IL with sprained right ankle","aminual01",TRUE,"2011-2021",11,"2010-11","2020-21","https://www.basketball-reference.com/players/a/aminual01.html",2017,"PowerForward","Right","ankle"
"79","Alan Anderson",26933,"2016-03-12","Wizards","","placed on IL with ankle injury","anderal01",FALSE,"2006-2017",12,"2005-06","2016-17","https://www.basketball-reference.com/players/a/anderal01.html",2016,"SmallForward","Right","ankle"
"80","Alan Anderson",26933,"2016-03-12","Wizards","","placed on IL with ankle injury","anderal01",FALSE,"2006-2017",12,"2005-06","2016-17","https://www.basketball-reference.com/players/a/anderal01.html",2016,"ShootingGuard","Right","ankle"
"81","Alan Anderson",10936,"2016-03-21","Wizards","","placed on IL with sore ankle","anderal01",FALSE,"2006-2017",12,"2005-06","2016-17","https://www.basketball-reference.com/players/a/anderal01.html",2016,"SmallForward","Right","ankle"
"82","Alan Anderson",10936,"2016-03-21","Wizards","","placed on IL with sore ankle","anderal01",FALSE,"2006-2017",12,"2005-06","2016-17","https://www.basketball-reference.com/players/a/anderal01.html",2016,"ShootingGuard","Right","ankle"
"83","Alan Anderson",18888,"2015-10-28","Wizards","","placed on IL recovering from surgery on left ankle to remove bone fragment","anderal01",FALSE,"2006-2017",12,"2005-06","2016-17","https://www.basketball-reference.com/players/a/anderal01.html",2015,"SmallForward","Right","ankle"
"84","Alan Anderson",18888,"2015-10-28","Wizards","","placed on IL recovering from surgery on left ankle to remove bone fragment","anderal01",FALSE,"2006-2017",12,"2005-06","2016-17","https://www.basketball-reference.com/players/a/anderal01.html",2015,"ShootingGuard","Right","ankle"
"85","Alan Anderson",25934,"2016-03-16","Wizards","","placed on IL with sprained left ankle","anderal01",FALSE,"2006-2017",12,"2005-06","2016-17","https://www.basketball-reference.com/players/a/anderal01.html",2016,"SmallForward","Right","ankle"
"86","Alan Anderson",25934,"2016-03-16","Wizards","","placed on IL with sprained left ankle","anderal01",FALSE,"2006-2017",12,"2005-06","2016-17","https://www.basketball-reference.com/players/a/anderal01.html",2016,"ShootingGuard","Right","ankle"
"87","Alan Williams",241026,"2017-10-18","Suns","","placed on IL recovering from surgery on right knee to repair torn meniscus","willial03",TRUE,"2016-2019",4,"2015-16","2018-19","https://www.basketball-reference.com/players/w/willial03.html",2017,"PowerForward","Right","knee"
"88","Alan Williams",241026,"2017-10-18","Suns","","placed on IL recovering from surgery on right knee to repair torn meniscus","willial03",TRUE,"2016-2019",4,"2015-16","2018-19","https://www.basketball-reference.com/players/w/willial03.html",2017,"Center","Right","knee"
"89","Alan Williams",171112,"2018-04-08","Suns","","placed on IL with sore right knee (out for season)","willial03",TRUE,"2016-2019",4,"2015-16","2018-19","https://www.basketball-reference.com/players/w/willial03.html",2018,"PowerForward","Right","knee"
"90","Alan Williams",171112,"2018-04-08","Suns","","placed on IL with sore right knee (out for season)","willial03",TRUE,"2016-2019",4,"2015-16","2018-19","https://www.basketball-reference.com/players/w/willial03.html",2018,"Center","Right","knee"
"91","Alec Burks",51021,"2017-04-18","Jazz","","placed on IL with sore left knee (out for season)","burksal01",TRUE,"2012-2021",10,"2011-12","2020-21","https://www.basketball-reference.com/players/b/burksal01.html",2017,"ShootingGuard","Right","knee"
"92","Alec Burks",51021,"2017-04-18","Jazz","","placed on IL with sore left knee (out for season)","burksal01",TRUE,"2012-2021",10,"2011-12","2020-21","https://www.basketball-reference.com/players/b/burksal01.html",2017,"SmallForward","Right","knee"
"93","Alec Burks",151245,"2020-08-12","76ers","","placed on IL with sore left foot","burksal01",TRUE,"2012-2021",10,"2011-12","2020-21","https://www.basketball-reference.com/players/b/burksal01.html",2020,"ShootingGuard","Right","foot"
"94","Alec Burks",151245,"2020-08-12","76ers","","placed on IL with sore left foot","burksal01",TRUE,"2012-2021",10,"2011-12","2020-21","https://www.basketball-reference.com/players/b/burksal01.html",2020,"SmallForward","Right","foot"
"95","Alec Burks",9850,"2014-12-27","Jazz","","placed on IL with left shoulder injury (out for season)","burksal01",TRUE,"2012-2021",10,"2011-12","2020-21","https://www.basketball-reference.com/players/b/burksal01.html",2014,"ShootingGuard","Right","shoulder"
"96","Alec Burks",9850,"2014-12-27","Jazz","","placed on IL with left shoulder injury (out for season)","burksal01",TRUE,"2012-2021",10,"2011-12","2020-21","https://www.basketball-reference.com/players/b/burksal01.html",2014,"SmallForward","Right","shoulder"
"97","Alec Burks",15949,"2016-10-25","Jazz","","placed on IL with sore leg","burksal01",TRUE,"2012-2021",10,"2011-12","2020-21","https://www.basketball-reference.com/players/b/burksal01.html",2016,"ShootingGuard","Right","leg"
"98","Alec Burks",15949,"2016-10-25","Jazz","","placed on IL with sore leg","burksal01",TRUE,"2012-2021",10,"2011-12","2020-21","https://www.basketball-reference.com/players/b/burksal01.html",2016,"SmallForward","Right","leg"
"99","Alec Burks",23912,"2015-12-28","Jazz","","placed on IL with fractured fibula in left leg","burksal01",TRUE,"2012-2021",10,"2011-12","2020-21","https://www.basketball-reference.com/players/b/burksal01.html",2015,"ShootingGuard","Right","leg"
"100","Alec Burks",23912,"2015-12-28","Jazz","","placed on IL with fractured fibula in left leg","burksal01",TRUE,"2012-2021",10,"2011-12","2020-21","https://www.basketball-reference.com/players/b/burksal01.html",2015,"SmallForward","Right","leg"
"101","Alec Burks",91254,"2021-01-02","Knicks","","placed on IL with sprained left ankle","burksal01",TRUE,"2012-2021",10,"2011-12","2020-21","https://www.basketball-reference.com/players/b/burksal01.html",2021,"ShootingGuard","Right","ankle"
"102","Alec Burks",91254,"2021-01-02","Knicks","","placed on IL with sprained left ankle","burksal01",TRUE,"2012-2021",10,"2011-12","2020-21","https://www.basketball-reference.com/players/b/burksal01.html",2021,"SmallForward","Right","ankle"
"103","Alec Burks",22850,"2014-12-05","Jazz","","placed on IL with left shoulder injury","burksal01",TRUE,"2012-2021",10,"2011-12","2020-21","https://www.basketball-reference.com/players/b/burksal01.html",2014,"ShootingGuard","Right","shoulder"
"104","Alec Burks",22850,"2014-12-05","Jazz","","placed on IL with left shoulder injury","burksal01",TRUE,"2012-2021",10,"2011-12","2020-21","https://www.basketball-reference.com/players/b/burksal01.html",2014,"SmallForward","Right","shoulder"
"105","Alec Burks",19818,"2014-03-22","Jazz","","placed on IL with right ankle injury","burksal01",TRUE,"2012-2021",10,"2011-12","2020-21","https://www.basketball-reference.com/players/b/burksal01.html",2014,"ShootingGuard","Right","ankle"
"106","Alec Burks",19818,"2014-03-22","Jazz","","placed on IL with right ankle injury","burksal01",TRUE,"2012-2021",10,"2011-12","2020-21","https://www.basketball-reference.com/players/b/burksal01.html",2014,"SmallForward","Right","ankle"
"107","Alec Burks",71187,"2019-10-24","Warriors","","placed on IL with sprained right ankle","burksal01",TRUE,"2012-2021",10,"2011-12","2020-21","https://www.basketball-reference.com/players/b/burksal01.html",2019,"ShootingGuard","Right","ankle"
"108","Alec Burks",71187,"2019-10-24","Warriors","","placed on IL with sprained right ankle","burksal01",TRUE,"2012-2021",10,"2011-12","2020-21","https://www.basketball-reference.com/players/b/burksal01.html",2019,"SmallForward","Right","ankle"
"109","Aleksej Pokusevski",191254,"2021-01-03","Thunder","","placed on IL with concussion","pokusal01",TRUE,"2021",1,"2020-21","2020-21","https://www.basketball-reference.com/players/p/pokusal01.html",2021,"PowerForward","Right","concussion"
"110","Alex Caruso",41270,"2021-02-08","Lakers","","placed on IL with right hand injury","carusal01",TRUE,"2018-2021",4,"2017-18","2020-21","https://www.basketball-reference.com/players/c/carusal01.html",2021,"PointGuard","Right","hand"
"111","Alex Caruso",51212,"2020-01-03","Lakers","","placed on IL with right calf injury","carusal01",TRUE,"2018-2021",4,"2017-18","2020-21","https://www.basketball-reference.com/players/c/carusal01.html",2020,"PointGuard","Right","calf"
"112","Alex Caruso",241234,"2020-03-03","Lakers","","placed on IL with right hamstring injury","carusal01",TRUE,"2018-2021",4,"2017-18","2020-21","https://www.basketball-reference.com/players/c/carusal01.html",2020,"PointGuard","Right","hamstring"
"113","Alex Len",51217,"2020-01-14","Hawks","","placed on IL with sore lower back","lenal01",TRUE,"2014-2021",8,"2013-14","2020-21","https://www.basketball-reference.com/players/l/lenal01.html",2020,"Center","Right","back"
"114","Alex Len",131080,"2018-01-31","Suns","","placed on IL with sore right ankle","lenal01",TRUE,"2014-2021",8,"2013-14","2020-21","https://www.basketball-reference.com/players/l/lenal01.html",2018,"Center","Right","ankle"
"115","Alex Len",251026,"2017-10-18","Suns","","placed on IL with sprained left ankle","lenal01",TRUE,"2014-2021",8,"2013-14","2020-21","https://www.basketball-reference.com/players/l/lenal01.html",2017,"Center","Right","ankle"
"116","Alex Len",221298,"2020-01-26","Hawks","","placed on IL with right hip flexor injury","lenal01",TRUE,"2014-2021",8,"2013-14","2020-21","https://www.basketball-reference.com/players/l/lenal01.html",2020,"Center","Right","hip"
"117","Alex Len",201077,"2018-01-26","Suns","","placed on IL with sore right ankle","lenal01",TRUE,"2014-2021",8,"2013-14","2020-21","https://www.basketball-reference.com/players/l/lenal01.html",2018,"Center","Right","ankle"
"118","Alex Len",25086,"2019-12-27","Hawks","","placed on IL with sprained left ankle","lenal01",TRUE,"2014-2021",8,"2013-14","2020-21","https://www.basketball-reference.com/players/l/lenal01.html",2019,"Center","Right","ankle"
"119","Alex Poythress",61130,"2018-11-19","Hawks","","placed on IL with left ankle injury","poythal01",TRUE,"2017-2019",3,"2016-17","2018-19","https://www.basketball-reference.com/players/p/poythal01.html",2018,"PowerForward","Right","ankle"
"120","Alex Poythress",141122,"2018-10-27","Hawks","","placed on IL with left knee injury","poythal01",TRUE,"2017-2019",3,"2016-17","2018-19","https://www.basketball-reference.com/players/p/poythal01.html",2018,"PowerForward","Right","knee"
"121","Alex Poythress",61169,"2019-03-09","Hawks","","placed on IL with sprained right ankle (out for season)","poythal01",TRUE,"2017-2019",3,"2016-17","2018-19","https://www.basketball-reference.com/players/p/poythal01.html",2019,"PowerForward","Right","ankle"
